SAMPLE+gene	variant
PD8078a::STAG2	1
PD8079a::CEBPA	1
PD8079a::FLT3	1
PD8079a::IDH2	1
PD8079a::NPM1	1
PD8080a::BCOR	1
PD8080a::RUNX1	2
PD8082a::MYC	1
PD8082a::NPM1	1
PD8082a::TET2	1
PD8083a::DNMT3A	1
PD8083a::FLT3	1
PD8083a::NPM1	1
PD8083a::TP53	1
PD8084a::DNMT3A	1
PD8084a::ETV6	1
PD8084a::KRAS	1
PD8084a::U2AF1	2
PD8085a::ETV6	1
PD8085a::NRAS	1
PD8086a::FLT3	1
PD8086a::WT1	1
PD8087a::FLT3	1
PD8087a::NPM1	1
PD8087a::RAD21	1
PD8088a::NRAS	1
PD8088a::WT1	2
PD8090a::FLT3	1
PD8090a::NPM1	1
PD8090a::PTPN11	1
PD8090a::STAG2	1
PD8091a::DNMT3A	1
PD8091a::IDH1	1
PD8091a::IDH2	1
PD8091a::NPM1	1
PD8092a::CEBPA	1
PD8092a::DNMT3A	1
PD8092a::GATA2	1
PD8092a::NPM1	1
PD8092a::RAD21	1
PD8094a::CBL	1
PD8094a::FLT3	1
PD8095a::EP300	1
PD8095a::IDH1	1
PD8095a::NPM1	1
PD8095a::NRAS	1
PD8096a::PTPN11	1
PD8097a::KIT	1
PD8097a::NRAS	1
PD8098a::DNMT3A	1
PD8098a::FLT3	1
PD8098a::NPM1	1
PD8099a::NRAS	1
PD8099a::TP53	1
PD8101a::KIT	1
PD8101a::TET2	1
PD8102a::FLT3	2
PD8103a::ASXL1	1
PD8103a::FLT3	1
PD8103a::RUNX1	1
PD8104a::MLL3	1
PD8105a::SF3B1	1
PD8106a::DNMT3A	1
PD8106a::EZH2	1
PD8107a::ASXL1	1
PD8107a::EZH2	1
PD8107a::FLT3	1
PD8107a::MLL	1
PD8108a::ASXL1	1
PD8108a::EZH2	1
PD8108a::TET2	2
PD8108a::ZRSR2	1
PD8109a::KDM6A	1
PD8109a::KIT	1
PD8111a::CEBPA	2
PD8111a::GATA2	1
PD8112a::ASXL1	1
PD8112a::DNMT3A	1
PD8112a::IDH2	1
PD8112a::PHF6	1
PD8112a::RUNX1	1
PD8113a::BCOR	1
PD8113a::DNMT3A	1
PD8113a::FLT3	1
PD8113a::RUNX1	1
PD8113a::SF3B1	1
PD8114a::ASXL1	1
PD8114a::FLT3	1
PD8114a::RUNX1	1
PD8114a::SRSF2	1
PD8115a::KRAS	1
PD8116a::FLT3	1
PD8117a::MLL5	1
PD8117a::NPM1	1
PD8118a::IDH2	1
PD8118a::MLL	1
PD8118a::SRSF2	1
PD8118a::STAG2	1
PD8119a::KDM6A	1
PD8120a::FLT3	1
PD8120a::NPM1	1
PD8121a::CEBPA	1
PD8121a::FBXW7	1
PD8122a::TP53	1
PD8123a::NPM1	1
PD8124a::CEBPA	1
PD8124a::NRAS	1
PD8124a::PTPN11	1
PD8126a::CEBPA	2
PD8126a::NRAS	1
PD8126a::TET2	1
PD8127a::DNMT3A	1
PD8127a::FLT3	1
PD8127a::NPM1	1
PD8128a::FLT3	1
PD8129a::U2AF1	1
PD8130a::EZH2	1
PD8131a::DNMT3A	1
PD8131a::IDH2	1
PD8131a::NPM1	1
PD8133a::NRAS	1
PD8133a::SF3B1	1
PD8134a::DNMT3A	1
PD8134a::KRAS	1
PD8134a::MLL	1
PD8136a::PHF6	1
PD8137a::FLT3	3
PD8137a::KIT	1
PD8137a::NRAS	1
PD8138a::CREBBP	1
PD8138a::PHF6	1
PD8138a::RUNX1	2
PD8139a::DNMT3A	1
PD8139a::NRAS	1
PD8139a::RUNX1	2
PD8140a::CEBPA	1
PD8140a::WT1	1
PD8141a::EP300	1
PD8141a::KDM6A	1
PD8141a::NRAS	1
PD8141a::RUNX1	1
PD8141a::STAG2	1
PD8141a::TP53	1
PD8142a::FLT3	1
PD8143a::NRAS	1
PD8144a::ASXL1	1
PD8144a::IDH2	1
PD8144a::NRAS	1
PD8145a::EP300	1
PD8145a::TP53	1
PD8146a::IDH1	1
PD8146a::PHF6	1
PD8146a::RUNX1	1
PD8146a::SRSF2	1
PD8147a::IDH2	1
PD8148a::DNMT3A	1
PD8148a::FLT3	1
PD8148a::NPM1	1
PD8149a::NF1	1
PD8149a::NRAS	1
PD8149a::TET2	1
PD8150a::FLT3	1
PD8150a::MLL	1
PD8150a::STAG2	1
PD8151a::FLT3	1
PD8152a::DNMT3A	1
PD8152a::FLT3	1
PD8152a::NPM1	1
PD8153a::ASXL1	1
PD8153a::EZH2	1
PD8153a::IDH2	1
PD8153a::STAG2	1
PD8154a::NF1	1
PD8154a::TET2	1
PD8154a::WT1	1
PD8155a::DNMT3A	1
PD8156a::CBL	1
PD8156a::FLT3	1
PD8157a::DNMT3A	1
PD8157a::FLT3	1
PD8157a::NPM1	1
PD8158a::NPM1	1
PD8158a::TET2	2
PD8159a::DNMT3A	1
PD8159a::IDH1	1
PD8159a::NPM1	1
PD8160a::CEBPA	1
PD8160a::NPM1	1
PD8161a::IDH2	1
PD8161a::NF1	1
PD8162a::FLT3	1
PD8162a::WT1	1
PD8165a::DNMT3A	1
PD8165a::FLT3	1
PD8165a::NPM1	1
PD8166a::DNMT3A	1
PD8166a::IDH2	1
PD8166a::NRAS	1
PD8167a::KRAS	1
PD8167a::NRAS	1
PD8170a::DNMT3A	1
PD8170a::TET2	1
PD8171a::DNMT3A	1
PD8171a::NPM1	1
PD8172a::IDH2	1
PD8172a::NPM1	1
PD8173a::BCOR	1
PD8173a::NRAS	2
PD8173a::PTPN11	1
PD8174a::NPM1	1
PD8176a::DNMT3A	1
PD8176a::IDH2	1
PD8176a::NPM1	1
PD8177a::DNMT3A	1
PD8177a::NPM1	1
PD8178a::CEBPA	2
PD8178a::GATA2	1
PD8178a::KIT	1
PD8178a::NRAS	1
PD8179a::DNMT3A	1
PD8179a::FLT3	1
PD8179a::NPM1	1
PD8179a::PHF6	1
PD8180a::CEBPA	1
PD8180a::DNMT3A	1
PD8180a::IDH1	1
PD8180a::MYC	1
PD8180a::NRAS	1
PD8181a::NRAS	1
PD8182a::EZH2	1
PD8182a::NRAS	1
PD8183a::BCOR	1
PD8183a::FLT3	1
PD8183a::NPM1	1
PD8184a::CEBPA	1
PD8184a::KRAS	1
PD8184a::PTPN11	1
PD8185a::DNMT3A	1
PD8185a::IDH2	1
PD8185a::RUNX1	1
PD8186a::NRAS	1
PD8186a::RUNX1	2
PD8187a::DNMT3A	1
PD8187a::IDH2	1
PD8187a::NPM1	1
PD8188a::FLT3	1
PD8188a::IDH1	1
PD8188a::MYC	1
PD8188a::RUNX1	1
PD8189a::TP53	1
PD8190a::DNMT3A	1
PD8190a::FLT3	1
PD8190a::MYC	1
PD8190a::NPM1	1
PD8191a::FLT3	1
PD8192a::CEBPA	1
PD8192a::DNMT3A	1
PD8192a::FLT3	1
PD8192a::NPM1	1
PD8192a::PTPN11	1
PD8193a::FLT3	1
PD8193a::IDH2	1
PD8193a::NPM1	1
PD8194a::FLT3	1
PD8195a::NRAS	1
PD8196a::PTPN11	1
PD8198a::EZH2	1
PD8198a::PHF6	1
PD8199a::FLT3	1
PD8199a::MLL	1
PD8199a::RUNX1	1
PD8200a::CEBPA	2
PD8200a::TET2	1
PD8202a::FLT3	1
PD8202a::IDH1	1
PD8202a::NRAS	1
PD8202a::SRSF2	1
PD8203a::CREBBP	1
PD8203a::DNMT3A	2
PD8203a::FLT3	2
PD8204a::NPM1	1
PD8205a::FLT3	1
PD8206a::DNMT3A	1
PD8206a::FLT3	1
PD8206a::NPM1	1
PD8207a::WT1	1
PD8208a::DNMT3A	1
PD8208a::NPM1	1
PD8208a::TET2	3
PD8209a::RUNX1	1
PD8209a::SRSF2	1
PD8210a::CBL	2
PD8210a::FLT3	1
PD8210a::NPM1	1
PD8210a::PTEN	1
PD8210a::RAD21	1
PD8210a::TET2	1
PD8211a::CEBPA	1
PD8211a::FLT3	1
PD8211a::NPM1	1
PD8211a::TET2	2
PD8212a::FLT3	1
PD8212a::NRAS	2
PD8213a::DNMT3A	1
PD8213a::IDH1	1
PD8213a::NPM1	1
PD8213a::PTPN11	2
PD8214a::ASXL1	1
PD8214a::IDH2	1
PD8214a::RUNX1	1
PD8214a::SRSF2	1
PD8216a::BCOR	1
PD8216a::DNMT3A	1
PD8216a::EZH2	1
PD8216a::FLT3	1
PD8216a::STAG2	1
PD8218a::IDH2	1
PD8218a::NPM1	1
PD8219a::CEBPA	2
PD8219a::IDH2	1
PD8223a::GATA2	1
PD8223a::KDM6A	1
PD8223a::RAD21	1
PD8224a::NPM1	1
PD8225a::FLT3	1
PD8225a::NPM1	1
PD8225a::PTPN11	2
PD8225a::RAD21	1
PD8225a::TET2	1
PD8226a::CEBPA	1
PD8226a::FLT3	1
PD8227a::DNMT3A	1
PD8227a::MLL3	1
PD8227a::TP53	1
PD8228a::IDH2	1
PD8228a::U2AF1	1
PD8229a::CEBPA	2
PD8229a::GATA2	1
PD8229a::NRAS	1
PD8231a::EZH2	1
PD8231a::NPM1	1
PD8231a::TET2	2
PD8232a::BCOR	1
PD8232a::NRAS	1
PD8233a::FLT3	1
PD8234a::PHF6	2
PD8235a::DNMT3A	1
PD8235a::FLT3	2
PD8235a::NPM1	1
PD8235a::NRAS	1
PD8236a::DNMT3A	1
PD8236a::NPM1	1
PD8236a::PTPN11	1
PD8236a::RAD21	1
PD8237a::BCOR	1
PD8237a::GATA2	1
PD8237a::NF1	1
PD8238a::FLT3	1
PD8238a::NPM1	1
PD8239a::KRAS	1
PD8239a::ZRSR2	1
PD8240a::KIT	1
PD8240a::NRAS	1
PD8241a::BCOR	1
PD8241a::IDH2	1
PD8241a::SRSF2	1
PD8242a::DNMT3A	1
PD8242a::NF1	1
PD8243a::KIT	1
PD8243a::MLL3	1
PD8244a::DNMT3A	1
PD8244a::GATA2	1
PD8244a::NPM1	1
PD8244a::NRAS	1
PD8245a::NRAS	1
PD8246a::NRAS	2
PD8247a::NRAS	1
PD8248a::NRAS	1
PD8249a::CEBPA	2
PD8249a::NRAS	2
PD8249a::PTPN11	1
PD8250a::NRAS	1
PD8251a::KRAS	1
PD8251a::NPM1	1
PD8251a::PTPN11	1
PD8252a::DNMT3A	1
PD8252a::IDH2	1
PD8253a::DNMT3A	1
PD8253a::FLT3	1
PD8253a::IDH2	1
PD8253a::NPM1	1
PD8254a::NRAS	2
PD8255a::KRAS	1
PD8256a::FLT3	1
PD8256a::IDH1	1
PD8256a::NPM1	1
PD8256a::PTPN11	2
PD8256a::TET2	2
PD8257a::DNMT3A	1
PD8257a::NF1	1
PD8257a::NPM1	1
PD8257a::RAD21	1
PD8258a::DNMT3A	1
PD8258a::NRAS	1
PD8258a::SF3B1	1
PD8258a::U2AF1	1
PD8259a::FLT3	1
PD8260a::CDKN2A	1
PD8260a::FLT3	1
PD8260a::NPM1	1
PD8261a::SRSF2	1
PD8262a::BRAF	1
PD8262a::MLL	1
PD8263a::DNMT3A	1
PD8263a::IDH1	1
PD8264a::FLT3	1
PD8265a::ETV6	1
PD8265a::EZH2	1
PD8265a::KRAS	1
PD8265a::SH2B3	1
PD8266a::DNMT3A	1
PD8266a::FLT3	1
PD8266a::MLL	1
PD8266a::RUNX1	1
PD8267a::DNMT3A	1
PD8267a::NF1	2
PD8267a::NPM1	1
PD8268a::CEBPA	2
PD8268a::DNMT3A	1
PD8269a::DNMT3A	1
PD8269a::FLT3	1
PD8269a::NPM1	1
PD8270a::CEBPA	1
PD8270a::FLT3	1
PD8270a::KDM5A	1
PD8270a::RUNX1	1
PD8271a::DNMT3A	1
PD8271a::NPM1	1
PD8271a::PTPN11	1
PD8273a::U2AF1	1
PD8274a::DNMT3A	1
PD8274a::FLT3	1
PD8274a::IDH1	1
PD8274a::NPM1	1
PD8275a::DNMT3A	1
PD8275a::IDH1	1
PD8275a::KRAS	1
PD8275a::NPM1	1
PD8275a::NRAS	1
PD8276a::DNMT3A	1
PD8276a::FLT3	1
PD8276a::NPM1	1
PD8277a::CEBPA	2
PD8277a::WT1	1
PD8278a::CBL	1
PD8279a::DNMT3A	1
PD8279a::NPM1	1
PD8279a::TET2	1
PD8280a::BRAF	1
PD8280a::FLT3	1
PD8280a::SF3B1	1
PD8280a::TP53	1
PD8281a::RUNX1	1
PD8282a::FLT3	1
PD8282a::IDH1	1
PD8282a::IDH2	1
PD8282a::NPM1	1
PD8283a::NRAS	1
PD8284a::CEBPA	2
PD8284a::FLT3	1
PD8285a::FLT3	1
PD8285a::NPM1	1
PD8286a::FLT3	1
PD8287a::CEBPA	2
PD8288a::IDH1	1
PD8288a::NPM1	1
PD8289a::BCOR	1
PD8289a::CREBBP	1
PD8289a::RUNX1	1
PD8290a::DNMT3A	1
PD8290a::MLL	1
PD8290a::NRAS	1
PD8290a::TET2	1
PD8290a::U2AF1	1
PD8291a::DNMT3A	1
PD8291a::FLT3	1
PD8291a::IDH2	1
PD8291a::NPM1	1
PD8291a::PTPN11	1
PD8292a::CEBPA	2
PD8293a::NPM1	1
PD8293a::TET2	1
PD8294a::DNMT3A	1
PD8294a::IDH1	1
PD8294a::NPM1	1
PD8294a::NRAS	1
PD8294a::PTPN11	1
PD8295a::DNMT3A	1
PD8295a::IDH2	1
PD8296a::WT1	1
PD8297a::DNMT3A	1
PD8297a::FLT3	1
PD8297a::NPM1	1
PD8297a::TET2	1
PD8298a::DNMT3A	1
PD8298a::FLT3	1
PD8298a::NPM1	1
PD8299a::CEBPA	1
PD8300a::SF3B1	1
PD8301a::DNMT3A	1
PD8301a::FLT3	1
PD8301a::NPM1	1
PD8303a::FLT3	1
PD8303a::NPM1	1
PD8304a::NRAS	1
PD8305a::MLL	1
PD8305a::TET2	1
PD8306a::FLT3	1
PD8307a::IDH2	1
PD8307a::NPM1	1
PD8309a::DNMT3A	1
PD8309a::FLT3	1
PD8309a::NPM1	1
PD8309a::TET2	1
PD8310a::TP53	1
PD8311a::NRAS	2
PD8312a::TP53	1
PD8313a::DNMT3A	1
PD8313a::FLT3	1
PD8313a::KDM5A	1
PD8313a::KRAS	1
PD8313a::NPM1	1
PD8313a::NRAS	1
PD8313a::PHF6	1
PD8313a::RAD21	1
PD8314a::DNMT3A	1
PD8314a::IDH1	1
PD8314a::NPM1	1
PD8315a::WT1	1
PD8316a::DNMT3A	1
PD8316a::FLT3	1
PD8316a::NPM1	1
PD8316a::PHF6	1
PD8317a::IDH2	1
PD8318a::CEBPA	2
PD8318a::KRAS	1
PD8318a::NRAS	1
PD8318a::WT1	1
PD8319a::FLT3	1
PD8319a::MLL	1
PD8320a::IDH1	1
PD8321a::NRAS	1
PD8322a::DNMT3A	1
PD8322a::FLT3	1
PD8322a::NPM1	1
PD8323a::FLT3	1
PD8323a::KRAS	1
PD8323a::MYC	1
PD8323a::NPM1	1
PD8324a::FLT3	1
PD8324a::NPM1	1
PD8325a::ETV6	1
PD8325a::NRAS	1
PD8325a::U2AF1	1
PD8325a::ZRSR2	1
PD8326a::DNMT3A	1
PD8326a::NPM1	1
PD8327a::DNMT3A	1
PD8327a::NPM1	1
PD8328a::DNMT3A	1
PD8328a::FLT3	1
PD8328a::IDH2	1
PD8328a::NPM1	1
PD8329a::DNMT3A	1
PD8329a::KRAS	1
PD8329a::NPM1	1
PD8330a::PTPN11	1
PD8331a::SF3B1	1
PD8332a::KRAS	1
PD8332a::PHF6	1
PD8332a::PTPN11	1
PD8333a::TP53	1
PD8334a::ASXL1	1
PD8334a::CEBPA	1
PD8334a::DNMT3A	1
PD8334a::FLT3	1
PD8334a::KRAS	1
PD8334a::NPM1	1
PD8334a::RAD21	1
PD8335a::FLT3	1
PD8336a::FLT3	2
PD8336a::IDH1	1
PD8336a::MYC	1
PD8337a::FLT3	1
PD8337a::NRAS	1
PD8337a::TET2	1
PD8338a::NRAS	1
PD8339a::FLT3	1
PD8339a::PHF6	1
PD8340a::CEBPA	2
PD8342a::STAG2	1
PD8343a::BCOR	1
PD8343a::IDH2	1
PD8344a::FLT3	1
PD8344a::WT1	1
PD8345a::ASXL1	1
PD8345a::RUNX1	1
PD8346a::DNMT3A	2
PD8346a::FLT3	1
PD8346a::NPM1	1
PD8346a::TET2	1
PD8347a::CEBPA	2
PD8347a::FBXW7	1
PD8347a::RAD21	1
PD8348a::FLT3	1
PD8348a::RUNX1	1
PD8349a::KIT	1
PD8349a::NRAS	1
PD8349a::TET2	1
PD8350a::CEBPA	1
PD8350a::EZH2	1
PD8350a::RUNX1	1
PD8351a::CEBPA	2
PD8351a::TET2	2
PD8352a::KIT	1
PD8352a::NRAS	1
PD8353a::DNMT3A	1
PD8353a::NF1	1
PD8353a::NPM1	1
PD8353a::NRAS	1
PD8354a::TET2	1
PD8355a::FLT3	1
PD8355a::IDH1	1
PD8355a::RUNX1	1
PD8356a::CEBPA	2
PD8356a::WT1	1
PD8357a::BCOR	1
PD8357a::DNMT3A	1
PD8357a::RUNX1	1
PD8357a::SRSF2	1
PD8358a::NRAS	1
PD8358a::U2AF1	1
PD8359a::FLT3	1
PD8360a::EZH2	1
PD8361a::EP300	1
PD8362a::ETV6	1
PD8362a::FLT3	1
PD8362a::NRAS	1
PD8363a::FLT3	1
PD8363a::GATA2	1
PD8363a::NPM1	1
PD8363a::NRAS	1
PD8364a::IDH2	1
PD8365a::FLT3	1
PD8365a::NPM1	1
PD8365a::NRAS	1
PD8365a::SF1	1
PD8366a::KRAS	1
PD8367a::ASXL1	1
PD8367a::NPM1	1
PD8368a::IDH1	1
PD8368a::NPM1	1
PD8369a::NRAS	1
PD8369a::WT1	1
PD8370a::DNMT3A	1
PD8370a::EZH2	1
PD8370a::FLT3	1
PD8370a::NRAS	1
PD8370a::PTPN11	1
PD8370a::RUNX1	1
PD8370a::TET2	2
PD8371a::IDH1	1
PD8371a::NPM1	1
PD8371a::SRSF2	1
PD8372a::DNMT3A	1
PD8372a::NPM1	1
PD8372a::NRAS	1
PD8373a::CBL	1
PD8373a::EZH2	1
PD8373a::KIT	1
PD8374a::DNMT3A	1
PD8374a::FLT3	1
PD8374a::NPM1	1
PD8375a::CEBPA	1
PD8375a::DNMT3A	1
PD8375a::FLT3	1
PD8375a::NPM1	1
PD8376a::FLT3	1
PD8376a::IDH2	1
PD8379a::FLT3	2
PD8379a::NPM1	1
PD8379a::RAD21	1
PD8380a::DNMT3A	1
PD8380a::FLT3	1
PD8380a::NPM1	1
PD8381a::DNMT3A	1
PD8382a::CEBPA	1
PD8382a::PHF6	1
PD8382a::STAG2	1
PD8383a::CEBPA	1
PD8383a::SRSF2	1
PD8383a::STAG2	1
PD8383a::TET2	2
PD8384a::CEBPA	1
PD8384a::DNMT3A	1
PD8384a::FLT3	1
PD8384a::MLL	1
PD8385a::CBL	1
PD8385a::SF3B1	1
PD8386a::DNMT3A	1
PD8386a::FLT3	1
PD8386a::NPM1	1
PD8387a::FLT3	1
PD8387a::NPM1	1
PD8388a::FLT3	1
PD8388a::RUNX1	1
PD8389a::CEBPA	1
PD8389a::GATA2	1
PD8389a::PTPN11	1
PD8390a::TP53	1
PD8391a::RAD21	1
PD8392a::FLT3	1
PD8393a::CBL	1
PD8393a::NPM1	1
PD8393a::NRAS	1
PD8394a::DNMT3A	1
PD8394a::NPM1	1
PD8394a::RAD21	1
PD8395a::DNMT3A	1
PD8395a::FLT3	1
PD8396a::FLT3	2
PD8396a::NRAS	1
PD8397a::FLT3	1
PD8398a::DNMT3A	1
PD8398a::FLT3	2
PD8398a::NPM1	1
PD8398a::PTPN11	1
PD8399a::DNMT3A	1
PD8399a::FLT3	1
PD8399a::NPM1	1
PD8400a::FLT3	1
PD8400a::NPM1	1
PD8401a::FLT3	1
PD8403a::NPM1	1
PD8403a::NRAS	1
PD8403a::TET2	1
PD8404a::NPM1	1
PD8404a::NRAS	1
PD8405a::CEBPA	2
PD8405a::EP300	1
PD8405a::NRAS	1
PD8406a::NRAS	1
PD8407a::DNMT3A	1
PD8407a::FLT3	1
PD8407a::IDH1	1
PD8407a::NPM1	1
PD8407a::SRSF2	1
PD8409a::NRAS	1
PD8409a::PTPN11	1
PD8410a::FLT3	1
PD8410a::TET2	1
PD8411a::SF3B1	1
PD8412a::DNMT3A	1
PD8412a::FLT3	2
PD8412a::IDH1	1
PD8412a::IDH2	1
PD8412a::NPM1	1
PD8413a::FLT3	2
PD8413a::NPM1	1
PD8413a::TET2	1
PD8414a::KIT	1
PD8415a::U2AF1	1
PD8416a::DNMT3A	1
PD8416a::FLT3	2
PD8416a::NPM1	1
PD8417a::DNMT3A	1
PD8417a::FLT3	1
PD8417a::NPM1	1
PD8417a::TET2	1
PD8418a::TP53	1
PD8419a::DNMT3A	2
PD8419a::FLT3	1
PD8419a::NPM1	1
PD8420a::ASXL1	1
PD8420a::KDM6A	1
PD8420a::RUNX1	1
PD8420a::SF3B1	1
PD8420a::TET2	1
PD8422a::FLT3	1
PD8423a::DNMT3A	1
PD8423a::TET2	2
PD8424a::DNMT3A	1
PD8424a::FLT3	1
PD8424a::IDH2	1
PD8424a::NPM1	1
PD8425a::NPM1	1
PD8425a::NRAS	1
PD8426a::FLT3	1
PD8426a::MYC	1
PD8426a::RUNX1	1
PD8426a::SRSF2	1
PD8427a::DNMT3A	1
PD8427a::FLT3	1
PD8427a::PTPN11	2
PD8430a::DNMT3A	1
PD8430a::NPM1	1
PD8430a::NRAS	1
PD8431a::KIT	1
PD8431a::NPM1	1
PD8431a::TET2	1
PD8433a::FLT3	1
PD8434a::MLL	1
PD8435a::DNMT3A	1
PD8435a::FLT3	1
PD8435a::NPM1	1
PD8436a::DNMT3A	1
PD8436a::FLT3	1
PD8436a::IDH1	1
PD8436a::NPM1	1
PD8436a::NRAS	1
PD8437a::CEBPA	2
PD8437a::ETV6	2
PD8437a::MLL	1
PD8437a::WT1	1
PD8438a::FLT3	1
PD8438a::IDH1	1
PD8438a::NPM1	1
PD8439a::PTPN11	1
PD8439a::STAG2	1
PD8440a::EZH2	1
PD8441a::FLT3	1
PD8441a::IDH2	1
PD8441a::NPM1	1
PD8442a::KIT	3
PD8443a::FLT3	1
PD8444a::NPM1	1
PD8444a::TET2	2
PD8445a::DNMT3A	1
PD8445a::FLT3	1
PD8445a::NF1	1
PD8445a::NPM1	1
PD8446a::NPM1	1
PD8446a::PTPN11	1
PD8447a::ASXL1	1
PD8447a::NRAS	1
PD8448a::DNMT3A	1
PD8448a::FLT3	1
PD8448a::NPM1	1
PD8449a::DNMT3A	1
PD8449a::MLL	1
PD8449a::RUNX1	1
PD8450a::CEBPA	1
PD8451a::SRSF2	1
PD8451a::TET2	2
PD8452a::KRAS	1
PD8452a::MLL2	1
PD8452a::TET2	1
PD8454a::ASXL1	1
PD8454a::MLL	1
PD8454a::TET2	2
PD8455a::NPM1	1
PD8456a::CBL	1
PD8456a::DNMT3A	1
PD8456a::FLT3	1
PD8456a::NPM1	1
PD8457a::ASXL1	1
PD8457a::TP53	1
PD8458a::RUNX1	1
PD8460a::DNMT3A	1
PD8460a::KRAS	1
PD8460a::NPM1	1
PD8460a::NRAS	1
PD8463a::ASXL1	1
PD8463a::FLT3	1
PD8464a::NPM1	1
PD8464a::NRAS	1
PD8464a::TET2	2
PD8466a::FLT3	1
PD8467a::FLT3	1
PD8469a::DNMT3A	1
PD8469a::NPM1	1
PD8469a::TET2	1
PD8470a::EP300	1
PD8470a::FLT3	1
PD8470a::NPM1	1
PD8470a::PTPN11	1
PD8470a::RAD21	1
PD8471a::NRAS	1
PD8472a::ASXL1	1
PD8472a::FLT3	3
PD8472a::IDH2	1
PD8472a::NPM1	1
PD8472a::PTPN11	1
PD8472a::STAG2	1
PD8473a::DNMT3A	1
PD8473a::FLT3	1
PD8473a::IDH2	1
PD8473a::NPM1	1
PD8474a::FLT3	1
PD8475a::CEBPA	2
PD8477a::FLT3	1
PD8477a::MLL	1
PD8477a::NRAS	1
PD8477a::RUNX1	1
PD8477a::SRSF2	1
PD8477a::STAG2	1
PD8478a::FLT3	1
PD8478a::WT1	1
PD8479a::FLT3	1
PD8479a::NPM1	1
PD8479a::TET2	1
PD8481a::JAK2	1
PD8482a::NRAS	1
PD8483a::FLT3	1
PD8483a::MLL2	1
PD8484a::FLT3	2
PD8485a::TP53	1
PD8486a::FLT3	1
PD8486a::NPM1	1
PD8486a::TET2	1
PD8487a::IDH1	1
PD8487a::JAK2	1
PD8487a::PHF6	1
PD8487a::RUNX1	1
PD8488a::IDH1	1
PD8488a::RUNX1	1
PD8488a::SRSF2	1
PD8489a::DNMT3A	1
PD8489a::IDH1	1
PD8489a::KRAS	1
PD8491a::IDH1	1
PD8491a::NPM1	1
PD8491a::NRAS	1
PD8491a::PTPN11	1
PD8491a::STAG2	1
PD8493a::ASXL1	1
PD8493a::DNMT3A	1
PD8493a::IDH1	1
PD8493a::NPM1	1
PD8493a::NRAS	1
PD8494a::DNMT3A	1
PD8494a::FLT3	1
PD8494a::IDH2	1
PD8494a::NPM1	1
PD8495a::DNMT3A	1
PD8495a::NPM1	1
PD8495a::NRAS	1
PD8495a::PTPN11	1
PD8496a::TP53	1
PD8497a::NRAS	2
PD8498a::NRAS	1
PD8498a::WT1	1
PD8499a::IDH1	1
PD8499a::PHF6	1
PD8500a::FBXW7	1
PD8500a::KIT	1
PD8501a::KDM5A	1
PD8504a::FLT3	2
PD8504a::NPM1	1
PD8506a::CEBPA	1
PD8506a::DNMT3A	1
PD8506a::IDH2	1
PD8508a::MLL	1
PD8508a::U2AF1	1
PD8510a::FLT3	1
PD8512a::FLT3	1
PD8512a::NPM1	1
PD8513a::KIT	1
PD8514a::CEBPA	1
PD8514a::GATA2	1
PD8514a::MYC	1
PD8531a::JAK2	1
PD8531a::NRAS	1
PD8532a::NRAS	1
PD8533a::ASXL1	1
PD8533a::KDM5A	1
PD8534a::FLT3	1
PD8534a::WT1	1
PD8535a::NRAS	1
PD8536a::FLT3	1
PD8536a::GATA2	1
PD8536a::NPM1	1
PD8537a::KIT	1
PD8537a::TP53	1
PD8538a::DNMT3A	1
PD8538a::IDH1	1
PD8538a::KDM6A	1
PD8538a::NPM1	1
PD8538a::PRPF40B	1
PD8539a::IDH1	1
PD8539a::NPM1	1
PD8539a::NRAS	1
PD8539a::STAG2	1
PD8540a::FLT3	1
PD8540a::NPM1	1
PD8540a::RUNX1	1
PD8541a::DNMT3A	1
PD8541a::SRSF2	1
PD8542a::KRAS	1
PD8543a::DNMT3A	2
PD8543a::FLT3	1
PD8544a::ATRX	1
PD8544a::DNMT3A	1
PD8544a::IDH1	1
PD8544a::KRAS	1
PD8544a::NPM1	1
PD8544a::PTPN11	1
PD8546a::FLT3	1
PD8546a::IDH1	1
PD8546a::NPM1	1
PD8547a::BCOR	1
PD8547a::NF1	1
PD8547a::RUNX1	1
PD8548a::CBL	1
PD8548a::MLL2	1
PD8549a::BRAF	1
PD8549a::ETV6	1
PD8550a::DNMT3A	1
PD8550a::FLT3	1
PD8550a::IDH2	1
PD8550a::MLL	1
PD8551a::ETV6	1
PD8551a::FLT3	1
PD8551a::NPM1	1
PD8552a::TP53	1
PD8553a::DNMT3A	1
PD8553a::FLT3	1
PD8553a::NPM1	1
PD8554a::FLT3	1
PD8554a::IDH2	1
PD8554a::TET2	1
PD8555a::WT1	1
PD8557a::DNMT3A	1
PD8557a::NPM1	1
PD8557a::NRAS	1
PD8557a::PTPN11	1
PD8558a::DNMT3A	1
PD8558a::FLT3	1
PD8558a::NPM1	1
PD8559a::FLT3	2
PD8559a::NRAS	1
PD8559a::ZRSR2	1
PD8562a::FLT3	1
PD8562a::NPM1	1
PD8567a::CUX1	1
PD8567a::NRAS	2
PD8567a::U2AF1	1
PD8568a::DNMT3A	1
PD8568a::MYC	1
PD8568a::NPM1	1
PD8568a::PTPN11	1
PD8570a::DNMT3A	1
PD8570a::FLT3	1
PD8570a::NPM1	1
